sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_15626_223,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein,0,0,0,HSPG2
SeqId_15627_83,P31749,RAC-alpha serine/threonine-protein kinase,5,0,1,AKT1
SeqId_15631_18,P11464,Pregnancy-specific beta-1-glycoprotein 1,0,0,1,PSG1
SeqId_15633_6,P02753,Retinol-binding protein 4,0,0,0,RBP4
SeqId_15634_139,O75093,Slit homolog 1 protein,6,0,1,SLIT1
SeqId_15635_4,Q9H3U7,SPARC-related modular calcium-binding protein 2,0,0,0,SMOC2
SeqId_15636_49,Q8WY21,VPS10 domain-containing receptor SorCS1,6,0,1,SORCS1
SeqId_15637_38,Q9UPU3,VPS10 domain-containing receptor SorCS3,5,0,1,SORCS3
SeqId_15640_54,Q01995,Transgelin,0,0,0,TAGLN
SeqId_15641_20,Q8IYR6,Tomoregulin-1,0,0,0,TMEFF1
SeqId_15644_1,P43251,Biotinidase,0,0,1,BTD
SeqId_15653_9,Q03692,Collagen alpha-1(X) chain,0,0,0,COL10A1
SeqId_15666_21,P12643,Bone morphogenetic protein 2,0,0,0,BMP2
SeqId_15667_39,P12644,Bone morphogenetic protein 4,0,0,1,BMP4
SeqId_15668_19,P34820,Bone morphogenetic protein 8B,6,0,1,BMP8B
SeqId_15669_7,P15056,Serine/threonine-protein kinase B-raf,0,0,0,BRAF
SeqId_15670_15,Q7Z5L3,Complement C1q-like protein 2,0,0,0,C1QL2
SeqId_15674_3,P11912,B-cell antigen receptor complex-associated protein alpha chain,0,1,1,CD79A
SeqId_15675_3,P17676,CCAAT/enhancer-binding protein beta,5,0,1,CEBPB
SeqId_15678_71,Q9UBU2,Dickkopf-related protein 2,5,0,1,DKK2
SeqId_15686_49,P55103,Inhibin beta C chain,0,0,0,INHBC
SeqId_15688_30,P49257,Protein ERGIC-53,0,0,0,LMAN1
SeqId_15692_300,Q96S42,Nodal homolog,0,0,0,NODAL
SeqId_15693_9,P06401,Progesterone receptor,0,0,1,PGR
SeqId_15698_6,P40222,Alpha-taxilin,0,0,0,TXLNA
SeqId_16015_19,P24298,Alanine aminotransferase 1,0,0,1,GPT
SeqId_16021_30,P55286,Cadherin-8,0,1,1,CDH8
SeqId_16035_8,P35916,Vascular endothelial growth factor receptor 3,0,0,0,FLT4
SeqId_16043_30,P29353,SHC-transforming protein 1,0,0,1,SHC1
SeqId_16049_43,P78380,Oxidized low-density lipoprotein receptor 1,0,1,1,OLR1
SeqId_16055_3,Q9BXR6,Complement factor H-related protein 5,0,0,1,CFHR5
SeqId_16057_6,P11717,Cation-independent mannose-6-phosphate receptor,0,0,0,IGF2R
SeqId_16060_99,Q14112,Nidogen-2,0,0,0,NID2
SeqId_16070_7,Q9Y5W5,Wnt inhibitory factor 1,0,0,0,WIF1
SeqId_16074_12,O75791,GRB2-related adapter protein 2,0,0,1,GRAP2
SeqId_16079_2,P42680,Tyrosine-protein kinase Tec,0,0,1,TEC
SeqId_16081_38,O60218,Aldo-keto reductase family 1 member B10,0,0,1,AKR1B10
SeqId_16288_17,P54764,Ephrin type-A receptor 4,0,0,0,EPHA4
SeqId_16292_288,P09681,Gastric inhibitory polypeptide,0,0,1,GIP
SeqId_16293_1,P01286,Somatoliberin,0,0,0,GHRH
SeqId_16296_43,O75473,Leucine-rich repeat-containing G-protein coupled receptor 5,0,0,0,LGR5
SeqId_16297_14,Q8WZ75,Roundabout homolog 4,0,0,0,ROBO4
SeqId_16298_84,Q9UNK4,Group IID secretory phospholipase A2,0,0,0,PLA2G2D
SeqId_16299_13,Q495A1,T-cell immunoreceptor with Ig and ITIM domains,0,0,1,TIGIT
SeqId_16300_4,Q9NZC2,Triggering receptor expressed on myeloid cells 2,0,0,0,TREM2
SeqId_16302_11,Q96DR5,BPI fold-containing family A member 2,0,0,0,BPIFA2
SeqId_16304_6,Q9BXB1,Leucine-rich repeat-containing G-protein coupled receptor 4,0,0,0,LGR4
SeqId_16305_10,P55287,Cadherin-11,6,0,1,CDH11
SeqId_16307_22,Q6UXZ4,Netrin receptor UNC5D,6,0,1,UNC5D
SeqId_16308_14,Q7Z6A9,B- and T-lymphocyte attenuator,0,0,1,BTLA
SeqId_16309_30,Q9UK85,Dickkopf-like protein 1,0,0,0,DKKL1
SeqId_16312_45,P55285,Cadherin-6,5,0,1,CDH6
SeqId_16315_105,P17948,Vascular endothelial growth factor receptor 1,0,0,0,FLT1
SeqId_16317_20,P32926,Desmoglein-3,5,0,1,DSG3
SeqId_16318_12,P37023,Serine/threonine-protein kinase receptor R3,0,0,0,ACVRL1
SeqId_16320_139,Q9NPF0,CD320 antigen,0,0,0,CD320
SeqId_16322_10,Q8WU39,Marginal zone B- and B1-cell-specific protein,0,0,0,PACAP
SeqId_16323_8,Q9Y4C0,Neurexin-3,5,0,1,NRXN3
SeqId_16324_38,Q15399,Toll-like receptor 1,0,0,1,TLR1
SeqId_16535_61,,,3,1,1,GFP
SeqId_16536_3,P17096,High mobility group protein HMG-I/HMG-Y,0,0,0,HMGA1
SeqId_16551_14,P51692,Signal transducer and activator of transcription 5B,6,0,1,STAT5B
SeqId_16558_2,Q99972,Myocilin,0,0,0,MYOC
SeqId_16561_9,P04217,Alpha-1B-glycoprotein,0,0,1,A1BG
SeqId_16583_8,P50583,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],0,0,1,NUDT2
SeqId_16585_16,Q9C0J1,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",0,0,1,B3GNT4
SeqId_16587_1,P05814,Beta-casein,0,1,1,CSN2
SeqId_16588_10,P11021,Endoplasmic reticulum chaperone BiP,6,1,1,HSPA5
SeqId_16591_71,Q9BZP6,Acidic mammalian chitinase,0,0,0,CHIA
SeqId_16593_3,Q13158,FAS-associated death domain protein,0,0,0,FADD
SeqId_16594_44,Q9NVQ4,Fas apoptotic inhibitory molecule 1,0,0,0,FAIM
SeqId_16596_25,O76003,Glutaredoxin-3,0,0,1,GLRX3
SeqId_16597_11,Q86SX6,"Glutaredoxin-related protein 5, mitochondrial",0,0,0,GLRX5
SeqId_16599_38,Q9HCN4,GPN-loop GTPase 1,0,0,0,GPN1
SeqId_16605_2,P0C862,Complement C1q and tumor necrosis factor-related protein 9A,0,0,0,C1QTNF9
SeqId_16606_85,P15121,Aldo-keto reductase family 1 member B1,6,0,1,AKR1B1
SeqId_16607_78,P06396,Gelsolin,0,0,1,GSN
SeqId_16609_106,Q6UWL6,Kin of IRRE-like protein 2,6,0,1,KIRREL2
SeqId_16610_13,Q7Z4F1,Low-density lipoprotein receptor-related protein 10,0,0,1,LRP10
SeqId_16612_28,O75056,Syndecan-3,7,0,1,SDC3
SeqId_16613_3,Q12864,Cadherin-17,0,0,0,CDH17
SeqId_16614_27,Q2MKA7,R-spondin-1,0,0,0,RSPO1
SeqId_16616_137,P13929,Beta-enolase,0,0,0,ENO3
SeqId_16617_14,P31944,Caspase-14,0,1,1,CASP14
SeqId_16618_7,Q07108,Early activation antigen CD69,0,0,0,CD69
SeqId_16620_26,O60449,Lymphocyte antigen 75,0,0,0,LY75
SeqId_16621_77,Q8NCW5,NAD(P)H-hydrate epimerase,0,0,1,APOA1BP
SeqId_16746_12,P09529,Inhibin beta B chain,0,0,0,INHBB
SeqId_16748_1,P12645,Bone morphogenetic protein 3,5,0,1,BMP3
SeqId_16749_79,P55107,Growth/differentiation factor 10,0,0,0,GDF10
SeqId_16751_15,P16860,Natriuretic peptides B,0,0,0,NPPB
SeqId_16753_46,P12110,Collagen alpha-2(VI) chain,0,0,0,COL6A2
SeqId_16754_40,O14936,Peripheral plasma membrane protein CASK,0,0,0,CASK
SeqId_16755_195,Q9NR23,Growth/differentiation factor 3,0,0,1,GDF3
SeqId_16756_30,Q7Z4P5,Growth/differentiation factor 7,5,0,1,GDF7
SeqId_16758_96,P51858,Hepatoma-derived growth factor,5,0,1,HDGF
SeqId_16760_2,Q9NPH9,Interleukin-26,0,0,0,IL26
SeqId_16763_11,O14960,Leukocyte cell-derived chemotaxin-2,0,0,0,LECT2
SeqId_16765_52,P02775,Platelet basic protein,0,0,1,PPBP
SeqId_16768_3,P14923,Junction plakoglobin,5,0,1,JUP
SeqId_16769_20,P60763,Ras-related C3 botulinum toxin substrate 3,5,0,1,RAC3
SeqId_16770_3,P48304,Lithostathine-1-beta,5,0,1,REG1B
SeqId_16773_29,Q8IX30,"Signal peptide, CUB and EGF-like domain-containing protein 3",0,0,0,SCUBE3
SeqId_16780_6,,,2,1,1,HSPA1A
SeqId_16781_2,Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase,0,0,0,ENGASE
SeqId_16785_45,Q01523,Defensin-5,0,0,0,DEFA5
SeqId_16792_4,O15389,Sialic acid-binding Ig-like lectin 5,5,0,1,SIGLEC5
SeqId_16802_31,Q9NX40,OCIA domain-containing protein 1,0,0,1,OCIAD1
SeqId_16803_4,P22676,Calretinin,0,0,0,CALB2
SeqId_16805_5,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",6,0,1,PDE5A
SeqId_16807_35,P45378,"Troponin T, fast skeletal muscle",6,0,1,TNNT3
SeqId_16809_1,O00746,"Nucleoside diphosphate kinase, mitochondrial",0,0,0,NME4
SeqId_16810_3,P31150,Rab GDP dissociation inhibitor alpha,5,0,1,GDI1
SeqId_16814_13,Q13642,Four and a half LIM domains protein 1,0,0,1,FHL1
SeqId_16818_200,Q9H5V8,CUB domain-containing protein 1,0,0,0,CDCP1
SeqId_16823_75,O95236,Apolipoprotein L3,0,0,0,APOL3
SeqId_16825_20,P54252,Ataxin-3,0,0,1,ATXN3
SeqId_16828_8,P12109,Collagen alpha-1(VI) chain,0,0,0,COL6A1
SeqId_16831_7,Q99704,Docking protein 1,0,0,1,DOK1
SeqId_16836_1,Q02985,Complement factor H-related protein 3,0,0,0,CFHR3
SeqId_16837_20,O15519,CASP8 and FADD-like apoptosis regulator,0,1,1,CFLAR
SeqId_16845_15,O95297,Myelin protein zero-like protein 1,0,0,0,MPZL1
SeqId_16847_39,P20337,Ras-related protein Rab-3B,5,0,1,RAB3B
SeqId_16850_5,O15539,Regulator of G-protein signaling 5,0,0,0,RGS5
SeqId_16851_50,O43819,"Protein SCO2 homolog, mitochondrial",0,0,1,SCO2
SeqId_16852_10,Q5T2W1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,0,0,0,PDZK1
SeqId_16853_5,Q9NWW6,Nicotinamide riboside kinase 1,0,0,0,NRK1
SeqId_16854_17,Q9Y4Z0,U6 snRNA-associated Sm-like protein LSm4,0,0,1,LSM4
SeqId_16856_79,Q15555,Microtubule-associated protein RP/EB family member 2,0,0,1,MAPRE2
SeqId_16857_2,P61019,Ras-related protein Rab-2A,5,0,1,RAB2A
SeqId_16858_384,Q96D15,Reticulocalbin-3,5,0,1,RCN3
SeqId_16859_100,Q9Y371,Endophilin-B1,0,0,0,SH3GLB1
SeqId_16863_47,Q8TBE9,N-acylneuraminate-9-phosphatase,0,0,0,NANP
SeqId_16865_62,Q92804,TATA-binding protein-associated factor 2N,5,0,1,TAF15
SeqId_16867_76,Q00536,Cyclin-dependent kinase 16,0,0,0,PCTK1
SeqId_16872_248,O43708,Maleylacetoacetate isomerase,0,0,0,GSTZ1
SeqId_16875_13,Q96A72,Protein mago nashi homolog 2,0,0,0,MAGOHB
SeqId_16877_19,Q9Y3D2,"Methionine-R-sulfoxide reductase B2, mitochondrial",0,0,0,MSRB2
SeqId_16882_27,Q9NRX4,14 kDa phosphohistidine phosphatase,0,0,1,PHPT1
SeqId_16883_57,P20338,Ras-related protein Rab-4A,6,0,1,RAB4A
SeqId_16885_49,Q9UPY8,Microtubule-associated protein RP/EB family member 3,5,0,1,MAPRE3
SeqId_16887_29,Q9Y3E5,"Peptidyl-tRNA hydrolase 2, mitochondrial",0,0,0,PTRH2
SeqId_16890_37,Q8N6G6,ADAMTS-like protein 1,0,0,1,ADAMTSL1
SeqId_16892_23,Q13822,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,0,0,1,ENPP2
SeqId_16899_59,Q96SU4,Oxysterol-binding protein-related protein 9,0,0,0,OSBPL9
SeqId_16900_29,Q8NFP4,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,0,0,0,MDGA1
SeqId_16902_17,P11279,Lysosome-associated membrane glycoprotein 1,0,0,0,LAMP1
SeqId_16907_3,Q8N3J6,Cell adhesion molecule 2,5,0,1,CADM2
SeqId_16908_5,P23515,Oligodendrocyte-myelin glycoprotein,0,0,0,OMG
SeqId_16913_8,O00584,Ribonuclease T2,0,0,1,RNASET2
SeqId_16914_104,P08571,Monocyte differentiation antigen CD14,0,0,0,CD14
SeqId_16915_153,Q9H3S1,Semaphorin-4A,0,0,0,SEMA4A
SeqId_16916_19,Q9H5Y7,SLIT and NTRK-like protein 6,0,0,0,SLITRK6
SeqId_16918_198,O15455,Toll-like receptor 3,0,0,0,TLR3
SeqId_16919_1,P07108,Acyl-CoA-binding protein,6,0,1,DBI
SeqId_16922_53,Q9ULL4,Plexin-B3,0,0,0,PLXNB3
SeqId_16923_20,P35080,Profilin-2,0,0,0,PFN2
SeqId_16926_44,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",0,0,0,ALPL
SeqId_16927_9,P00488|P05160,Coagulation factor XIII A chain|Coagulation factor XIII B chain,0,1,1,F13A1 F13B
SeqId_16932_5,P49888,Estrogen sulfotransferase,0,0,0,SULT1E1
SeqId_17137_160,P68871,Hemoglobin subunit beta,6,0,1,HBB
SeqId_17138_8,P08263,Glutathione S-transferase A1,6,0,1,GSTA1
SeqId_17140_57,Q9GZP0,Platelet-derived growth factor D,0,0,1,PDGFD
SeqId_17145_1,P05109|P06702,Protein S100-A8|Protein S100-A9,0,0,0,S100A8 S100A9
SeqId_17148_7,P30043,Flavin reductase (NADPH),0,0,1,BLVRB
SeqId_17150_8,P61604,"10 kDa heat shock protein, mitochondrial",0,0,1,HSPE1
SeqId_17151_84,Q14653,Interferon regulatory factor 3,0,0,1,IRF3
SeqId_17152_10,P43632,Killer cell immunoglobulin-like receptor 2DS4,0,0,0,KIR2DS4
SeqId_17153_46,P43628,Killer cell immunoglobulin-like receptor 2DL3,5,0,1,KIR2DL3
SeqId_17154_2,Q15185,Prostaglandin E synthase 3,0,0,1,PTGES3
SeqId_17155_1,Q9UK41,Vacuolar protein sorting-associated protein 28 homolog,0,0,1,VPS28
SeqId_17156_72,O15075,Serine/threonine-protein kinase DCLK1,5,0,1,DCLK1
SeqId_17158_17,P62253,Ubiquitin-conjugating enzyme E2 G1,0,0,1,UBE2G1
SeqId_17161_1,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0,0,1,DDOST
SeqId_17163_117,P12429,Annexin A3,0,0,0,ANXA3
SeqId_17164_15,P09525,Annexin A4,0,0,1,ANXA4
SeqId_17165_1,P02775,Platelet basic protein,0,0,1,PPBP
SeqId_17166_4,P55075,Fibroblast growth factor 8,0,0,0,FGF8
SeqId_17170_15,P10092,Calcitonin gene-related peptide 2,6,0,1,CALCB
SeqId_17172_19,P02808,Statherin,0,0,0,STATH
SeqId_17175_5,P52564,Dual specificity mitogen-activated protein kinase kinase 6,0,0,0,MAP2K6
SeqId_17176_13,O75475,PC4 and SFRS1-interacting protein,5,0,1,PSIP1
SeqId_17195_43,Q99933,BAG family molecular chaperone regulator 1,0,0,1,BAG1
SeqId_17196_5,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",0,0,0,CLPP
SeqId_17199_43,Q9NWT6,Hypoxia-inducible factor 1-alpha inhibitor,0,0,0,HIF1AN
SeqId_17200_50,P43626,Killer cell immunoglobulin-like receptor 2DL1,6,0,1,KIR2DL1
SeqId_17202_37,Q53EL6,Programmed cell death protein 4,0,0,0,PDCD4
SeqId_17204_17,P11086,Phenylethanolamine N-methyltransferase,0,0,0,PNMT
SeqId_17205_21,P20339,Ras-related protein Rab-5A,5,0,1,RAB5A
SeqId_17209_27,O00204,Sulfotransferase family cytosolic 2B member 1,6,0,1,SULT2B1
SeqId_17210_2,P56279,T-cell leukemia/lymphoma protein 1A,0,0,0,TCL1A
SeqId_17224_12,P20774,Mimecan,0,0,0,OGN
SeqId_17231_1,P13796,Plastin-2,0,0,1,LCP1
SeqId_17319_1,Q8IZQ5,Selenoprotein H,0,0,0,SELH
SeqId_17320_19,Q9NRN7,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,0,0,1,AASDHPPT
SeqId_17325_10,Q16774,Guanylate kinase,0,0,1,GUK1
SeqId_17326_44,Q9BVJ7,Dual specificity protein phosphatase 23,0,0,0,DUSP23
SeqId_17327_3,Q9BT09,Protein canopy homolog 3,0,0,0,CNPY3
SeqId_17329_2,Q9BUT1,3-hydroxybutyrate dehydrogenase type 2,0,0,0,BDH2
SeqId_17331_138,Q96MU8,Kremen protein 1,0,0,0,KREMEN1
SeqId_17332_3,Q9NX46,ADP-ribose glycohydrolase ARH3,0,0,1,ADPRHL2
SeqId_17333_20,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,1,ACADM
SeqId_17335_18,P63027,Vesicle-associated membrane protein 2,5,0,1,VAMP2
SeqId_17336_54,Q70SY1,Cyclic AMP-responsive element-binding protein 3-like protein 2,0,0,0,CREB3L2
SeqId_17337_1,P25490,Transcriptional repressor protein YY1,0,0,1,YY1
SeqId_17341_89,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",0,0,1,ACAT2
SeqId_17342_13,Q8TD06,Anterior gradient protein 3,0,0,0,AGR3
SeqId_17343_6,O15079,Syntaphilin,0,0,0,SNPH
SeqId_17344_23,Q9UBI4,Stomatin-like protein 1,0,0,1,STOML1
SeqId_17345_12,Q8N4Q0,Prostaglandin reductase 3,0,0,0,ZADH2
SeqId_17346_61,Q8NFU4,Follicular dendritic cell secreted peptide,0,0,0,FDCSP
SeqId_17347_80,Q96BJ3,"Axin interactor, dorsalization-associated protein",0,0,1,AIDA
SeqId_17348_5,P57105,Synaptojanin-2-binding protein,0,0,0,SYNJ2BP
SeqId_17350_13,Q9UQN3,Charged multivesicular body protein 2b,6,0,1,CHMP2B
SeqId_17355_56,Q9H2B2,Synaptotagmin-4,0,0,0,SYT4
SeqId_17356_34,Q8WWZ1,Interleukin-1 family member 10,0,0,0,IL1F10
SeqId_17357_33,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,0,0,0,SEPSECS
SeqId_17362_5,P40337,von Hippel-Lindau disease tumor suppressor,0,0,0,VHL
SeqId_17364_8,P08579,U2 small nuclear ribonucleoprotein B'',0,0,1,SNRPB2
SeqId_17365_7,Q16773,Kynurenine--oxoglutarate transaminase 1,0,0,1,CCBL1
SeqId_17366_6,Q96GG9,DCN1-like protein 1,0,0,1,DCUN1D1
SeqId_17367_5,P16949,Stathmin,0,0,1,STMN1
SeqId_17370_186,Q9NUJ1,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",0,0,1,ABHD10
SeqId_17372_5,Q13541,Eukaryotic translation initiation factor 4E-binding protein 1,6,0,1,EIF4EBP1
SeqId_17377_1,P42330,Aldo-keto reductase family 1 member C3,0,0,0,AKR1C3
SeqId_17380_2,P61086,Ubiquitin-conjugating enzyme E2 K,0,0,1,UBE2K
SeqId_17383_4,Q9NSY2,StAR-related lipid transfer protein 5,0,0,0,STARD5
SeqId_17384_110,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",0,0,1,PFKM
SeqId_17387_27,Q15653,NF-kappa-B inhibitor beta,0,0,0,NFKBIB
SeqId_17391_10,Q96I25,Splicing factor 45,0,0,1,RBM17
SeqId_17393_13,P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",5,0,1,ACADS
SeqId_17396_23,P07327,Alcohol dehydrogenase 1A,0,0,0,ADH1A
SeqId_17397_8,Q8NBQ5,Estradiol 17-beta-dehydrogenase 11,0,0,0,HSD17B11
SeqId_17398_55,P09601,Heme oxygenase 1,0,0,0,HMOX1
SeqId_17400_71,O14734,Acyl-coenzyme A thioesterase 8,0,0,0,ACOT8
SeqId_17403_14,P45954,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,ACADSB
SeqId_17404_5,Q96KC2,ADP-ribosylation factor-like protein 5B,7,0,1,ARL5B
SeqId_17405_2,Q9Y5K5,Ubiquitin carboxyl-terminal hydrolase isozyme L5,0,0,0,UCHL5
SeqId_17408_2,Q92871,Phosphomannomutase 1,0,0,0,PMM1
SeqId_17410_5,O15182,Centrin-3,0,0,0,CETN3
SeqId_17411_55,Q92890,Ubiquitin recognition factor in ER-associated degradation protein 1,0,0,1,UFD1L
SeqId_17419_17,Q9UGI8,Testin,0,0,0,TES
SeqId_17427_26,Q9NZ94,Neuroligin-3,5,0,1,NLGN3
SeqId_17432_25,P27144,"Adenylate kinase 4, mitochondrial",0,0,1,AK4
SeqId_17435_43,P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial",0,0,1,ETFA
SeqId_17436_193,P78368,Casein kinase I isoform gamma-2,6,0,1,CSNK1G2
SeqId_17441_4,P09923,Intestinal-type alkaline phosphatase,0,0,0,ALPI
SeqId_17447_52,Q6FHJ7,Secreted frizzled-related protein 4,0,0,0,SFRP4
SeqId_17449_23,P21926,CD9 antigen,0,0,1,CD9
SeqId_17450_51,P12081,"Histidine--tRNA ligase, cytoplasmic",0,0,1,HARS
SeqId_17451_13,O43521,Bcl-2-like protein 11,0,0,0,BCL2L11
SeqId_17453_34,P00450,Ceruloplasmin,0,0,1,CP
SeqId_17454_15,Q8IUX8,Epidermal growth factor-like protein 6,0,0,0,EGFL6
SeqId_17455_42,P15328,Folate receptor alpha,0,0,1,FOLR1
SeqId_17456_53,Q8NBJ4,Golgi membrane protein 1,0,0,0,GOLM1
SeqId_17460_51,P20591,Interferon-induced GTP-binding protein Mx1,0,0,0,MX1
SeqId_17462_19,P10914,Interferon regulatory factor 1,0,0,1,IRF1
SeqId_17466_72,Q96CM8,"Acyl-CoA synthetase family member 2, mitochondrial",0,0,0,ACSF2
SeqId_17467_1,Q9BPW9,Dehydrogenase/reductase SDR family member 9,7,0,1,DHRS9
SeqId_17468_1,Q9UMX1,Suppressor of fused homolog,0,0,1,SUFU
SeqId_17474_106,O95619,YEATS domain-containing protein 4,0,0,1,YEATS4
SeqId_17475_18,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase,0,0,1,PBK
SeqId_17490_4,Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3,0,0,1,SH3BGRL3
SeqId_17495_141,Q9NTG7,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",0,0,0,SIRT3
SeqId_17505_125,Q9UQQ1,Aminopeptidase NAALADL1,5,0,1,NAALADL1
SeqId_17509_6,P32754,4-hydroxyphenylpyruvate dioxygenase,0,0,1,HPD
SeqId_17510_7,P37108,Signal recognition particle 14 kDa protein,0,0,0,SRP14
SeqId_17511_10,P78346,Ribonuclease P protein subunit p30,0,0,1,RPP30
SeqId_17512_2,Q13287,N-myc-interactor,0,0,1,NMI
SeqId_17513_11,P50995,Annexin A11,0,0,1,ANXA11
SeqId_17514_48,Q9UL25,Ras-related protein Rab-21,0,0,1,RAB21
SeqId_17515_6,P48723,Heat shock 70 kDa protein 13,0,0,0,HSPA13
SeqId_17516_7,P20336,Ras-related protein Rab-3A,6,0,1,RAB3A
SeqId_17671_58,Q9UNL4,Inhibitor of growth protein 4,0,0,0,ING4
SeqId_17672_184,P27352,Cobalamin binding intrinsic factor,0,0,0,GIF
SeqId_17673_34,Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",0,0,0,CA5B
SeqId_17675_17,Q9NPJ3,Acyl-coenzyme A thioesterase 13,0,0,1,ACOT13
SeqId_17676_13,Q15642,Cdc42-interacting protein 4,0,0,1,TRIP10
SeqId_17677_47,O95971,CD160 antigen,0,1,1,CD160
SeqId_17680_12,P54762,Ephrin type-B receptor 1,6,0,1,EPHB1
SeqId_17682_1,P15529,Membrane cofactor protein,0,0,0,CD46
SeqId_17683_2,Q9P000,COMM domain-containing protein 9,0,0,1,COMMD9
SeqId_17685_9,P06727,Apolipoprotein A-IV,0,0,0,APOA4
SeqId_17686_27,Q99426,Tubulin-folding cofactor B,0,0,1,TBCB
SeqId_17691_1,O14773,Tripeptidyl-peptidase 1,0,0,0,TPP1
SeqId_17692_2,O00478,Butyrophilin subfamily 3 member A3,5,0,1,BTN3A3
SeqId_17693_2,Q14141,Septin-6,0,0,1,6-Sep
SeqId_17694_32,Q9UL46,Proteasome activator complex subunit 2,0,0,1,PSME2
SeqId_17696_1,Q86XR7,TIR domain-containing adapter molecule 2,0,0,0,TICAM2
SeqId_17697_2,Q8WZ82,Esterase OVCA2,0,0,1,OVCA2
SeqId_17698_15,Q969T9,WW domain-binding protein 2,0,0,0,WBP2
SeqId_17699_43,Q9UNS1,Protein timeless homolog,0,0,0,TIMELESS
SeqId_17702_53,P22309,UDP-glucuronosyltransferase 1-1,0,0,0,UGT1A1
SeqId_17703_40,O75496,Geminin,0,0,0,GMNN
SeqId_17704_74,Q92598,Heat shock protein 105 kDa,0,0,0,HSPH1
SeqId_17706_4,Q13522,Protein phosphatase 1 regulatory subunit 1A,0,0,1,PPP1R1A
SeqId_17710_40,Q16890,Tumor protein D53,0,0,1,TPD52L1
SeqId_17711_13,P23763,Vesicle-associated membrane protein 1,5,0,1,VAMP1
SeqId_17712_7,Q13907,Isopentenyl-diphosphate Delta-isomerase 1,0,0,1,IDI1
SeqId_17721_82,O60861,Growth arrest-specific protein 7,0,0,0,GAS7
SeqId_17722_5,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,0,0,1,FKBP4
SeqId_17724_3,Q9NZC7,WW domain-containing oxidoreductase,0,0,0,WWOX
SeqId_17725_37,Q9Y6N9,Harmonin,0,0,0,USH1C
SeqId_17726_3,Q9NR31,GTP-binding protein SAR1a,5,0,1,SAR1A
SeqId_17727_1,O95997,Securin,0,0,0,PTTG1
SeqId_17728_61,O43633,Charged multivesicular body protein 2a,0,0,1,CHMP2A
SeqId_17729_20,Q16763,Ubiquitin-conjugating enzyme E2 S,0,0,1,UBE2S
SeqId_17734_13,O43768,Alpha-endosulfine,5,1,1,ENSA
SeqId_17735_130,O95166,Gamma-aminobutyric acid receptor-associated protein,5,0,1,GABARAP
SeqId_17736_105,Q7Z2E3,Aprataxin,0,0,0,APTX
SeqId_17737_7,P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial",0,0,1,IVD
SeqId_17738_7,Q9UBG3,Cornulin,0,1,1,CRNN
SeqId_17739_1,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",0,0,1,HADH
SeqId_17742_2,P10301,Ras-related protein R-Ras,0,0,1,RRAS
SeqId_17743_14,P49459,Ubiquitin-conjugating enzyme E2 A,0,0,1,UBE2A
SeqId_17744_31,P62491,Ras-related protein Rab-11A,5,0,1,RAB11A
SeqId_17746_77,Q9Y3D6,Mitochondrial fission 1 protein,0,0,1,FIS1
SeqId_17747_45,Q13077,TNF receptor-associated factor 1,0,0,1,TRAF1
SeqId_17748_21,Q53FA7,Quinone oxidoreductase PIG3,0,0,0,TP53I3
SeqId_17750_8,P31350,Ribonucleoside-diphosphate reductase subunit M2,0,0,1,RRM2
SeqId_17751_68,P53674,Beta-crystallin B1,0,0,0,CRYBB1
SeqId_17752_24,P78540,"Arginase-2, mitochondrial",0,0,0,ARG2
SeqId_17755_5,O60701,UDP-glucose 6-dehydrogenase,0,0,0,UGDH
SeqId_17756_69,P32321,Deoxycytidylate deaminase,0,0,1,DCTD
SeqId_17757_86,Q9Y376,Calcium-binding protein 39,0,0,1,CAB39
